ID,preco_compra,quartos,banheiros,tamanho_imovel,tamanho_terreno,andares,frente_mar,nivel_vista,condicao,nivel_design,ano_construcao,ano_reforma,codigo_postal,latitude,longitude,mes_venda,estacao_venda,dormitorio_tipo,idade_imovel,reformado,preco_medio,status,preco_venda,lucro
7955080270,322500.0,4,3,2060,6659,1,Não,0,regular,7,1981,Sem reforma,98058,47.4276,-122.157,12,Inverno,casa,antigo,Não,354699.78713968955,Sim,354750.0,32250.0
7895500070,240000.0,4,1,1220,8075,1,Não,0,excelente,7,1969,Sem reforma,98001,47.3341,-122.282,2,Inverno,casa,antigo,Não,281872.41782729805,Sim,288000.0,48000.0
5547700270,625000.0,4,3,2570,5520,2,Não,0,regular,9,2000,Sem reforma,98074,47.6145,-122.027,7,Verão,casa,antigo,Não,689491.7172413793,Sim,687500.0,62500.0
1432701230,309000.0,3,1,1280,9656,1,Não,0,boa,6,1959,Sem reforma,98058,47.4485,-122.175,7,Verão,apart,antigo,Não,354699.78713968955,Sim,355350.0,46350.0
8945200830,210490.0,3,1,990,8528,1,Não,0,regular,6,1966,Sem reforma,98023,47.3066,-122.371,3,Primavera,apart,antigo,Não,288438.44105691055,Sim,231539.00000000003,21049.00000000003
9215400105,450000.0,3,2,1250,5963,1,Não,0,boa,7,1953,Sem reforma,98115,47.6796,-122.301,4,Primavera,apart,antigo,Não,621664.1822916666,Sim,517499.99999999994,67499.99999999994
5245600105,228000.0,3,1,1190,9199,1,Não,0,regular,7,1955,Sem reforma,98148,47.4258,-122.322,9,Outono,apart,antigo,Não,288112.3214285714,Sim,250800.00000000003,22800.00000000003
7231300125,345000.0,5,3,3150,9134,1,Não,0,boa,8,1966,Sem reforma,98056,47.4934,-122.189,2,Inverno,casa,antigo,Não,421807.0866336634,Sim,396749.99999999994,51749.99999999994
9478500640,292500.0,4,3,2250,4495,2,Não,0,regular,7,2008,Sem reforma,98042,47.3663,-122.114,8,Inverno,casa,novo,Não,311958.99268738576,Sim,321750.0,29250.0
2799800710,301000.0,3,3,2420,4750,2,Não,0,regular,8,2003,Sem reforma,98042,47.3663,-122.122,4,Primavera,apart,novo,Não,311958.99268738576,Sim,331100.0,30100.0
8079040320,430000.0,4,3,1850,9976,2,Não,0,regular,8,1991,Sem reforma,98059,47.5059,-122.149,2,Inverno,casa,antigo,Não,495062.5483870968,Sim,473000.00000000006,43000.00000000006
9528102996,549000.0,3,2,1540,1044,3,Não,0,regular,8,2014,Sem reforma,98115,47.6765,-122.32,12,Inverno,apart,novo,Não,621664.1822916666,Sim,603900.0,54900.0
1189001180,425000.0,3,3,1660,6000,1,Não,0,regular,7,1979,Sem reforma,98122,47.6113,-122.297,6,Verão,apart,antigo,Não,635655.5432525951,Sim,467500.00000000006,42500.00000000006
3394100030,975000.0,4,3,2720,11049,2,Não,0,regular,10,1989,Sem reforma,98004,47.5815,-122.192,9,Outono,casa,antigo,Não,1355386.9365079366,Sim,1072500.0,97500.0
1274500060,204000.0,3,1,1000,12070,1,Não,0,boa,7,1968,Sem reforma,98042,47.3621,-122.11,8,Inverno,apart,antigo,Não,311958.99268738576,Sim,234599.99999999997,30599.99999999997
1802000060,1325000.0,5,3,3200,20158,1,Não,0,regular,8,1965,Sem reforma,98004,47.6303,-122.215,6,Verão,casa,antigo,Não,1355386.9365079366,Sim,1457500.0000000002,132500.00000000023
1049000060,325000.0,3,2,1260,5612,1,Não,0,boa,7,1972,Sem reforma,98034,47.7362,-122.179,1,Inverno,apart,antigo,Não,522211.4327808471,Sim,373750.0,48750.0
5416510140,360000.0,4,3,2380,5000,2,Não,0,regular,8,2005,Sem reforma,98038,47.3608,-122.036,7,Verão,casa,novo,Não,367328.5928449744,Sim,396000.00000000006,36000.00000000006
4036801170,380000.0,4,2,1760,7300,1,Não,0,regular,7,1956,Sem reforma,98008,47.6034,-122.125,10,Outono,casa,antigo,Não,645507.3780918728,Sim,418000.00000000006,38000.00000000006
7437100340,360000.0,4,3,1900,5889,2,Não,0,regular,7,1992,Sem reforma,98038,47.349,-122.031,12,Inverno,casa,antigo,Não,367328.5928449744,Sim,396000.00000000006,36000.00000000006
1523059105,356000.0,3,2,1680,8712,1,Não,0,regular,8,1964,Sem reforma,98059,47.4811,-122.149,1,Inverno,apart,antigo,Não,495062.5483870968,Sim,391600.00000000006,35600.00000000006
1133000671,315000.0,3,1,960,6634,1,Não,0,regular,6,1952,Sem reforma,98125,47.7264,-122.31,6,Verão,apart,antigo,Não,471731.67741935485,Sim,346500.0,31500.0
2599001200,305000.0,5,3,2660,8400,1,Não,0,excelente,7,1961,Sem reforma,98092,47.2909,-122.189,11,Outono,casa,antigo,Não,334921.0626780627,Sim,366000.0,61000.0
1332700270,215000.0,2,3,1610,2040,2,Não,0,boa,7,1979,Sem reforma,98056,47.518,-122.194,5,Inverno,apart,antigo,Não,421807.0866336634,Sim,247249.99999999997,32249.99999999997
3869900162,335000.0,2,2,1030,1066,2,Não,0,regular,7,2006,Sem reforma,98136,47.5394,-122.387,9,Outono,apart,novo,Não,551688.6730038023,Sim,368500.00000000006,33500.00000000006
2791500270,243500.0,4,3,1980,7403,2,Não,0,regular,7,1988,Sem reforma,98023,47.2897,-122.372,5,Inverno,casa,antigo,Não,288438.44105691055,Sim,267850.0,24350.0
4168000060,153000.0,3,1,1200,10500,1,Não,0,regular,7,1962,Sem reforma,98023,47.322,-122.351,2,Inverno,apart,antigo,Não,288438.44105691055,Sim,168300.0,15300.0
3422049190,247500.0,3,2,1960,15681,1,Não,0,regular,7,1967,Sem reforma,98032,47.3576,-122.277,3,Primavera,apart,antigo,Não,253317.31707317074,Sim,272250.0,24750.0
1099611230,199000.0,4,2,1160,6400,1,Não,0,boa,7,1975,Sem reforma,98023,47.3036,-122.378,9,Outono,casa,antigo,Não,288438.44105691055,Sim,228849.99999999997,29849.99999999997
722079104,314000.0,3,2,1810,41800,1,Não,0,excelente,7,1980,Sem reforma,98038,47.4109,-121.958,7,Verão,apart,antigo,Não,367328.5928449744,Sim,376800.0,62800.0
7338200240,437500.0,3,3,2320,36847,2,Não,2,regular,9,1992,Sem reforma,98045,47.4838,-121.714,5,Inverno,apart,antigo,Não,440539.3561643836,Sim,481250.00000000006,43750.00000000006
6197800045,290000.0,3,1,1210,33919,1,Não,0,regular,7,1954,Sem reforma,98058,47.4375,-122.184,9,Outono,apart,antigo,Não,354699.78713968955,Sim,319000.0,29000.0
3530510041,188500.0,2,2,1240,2493,1,Não,0,boa,8,1985,Sem reforma,98198,47.3813,-122.322,7,Verão,apart,antigo,Não,305269.4072727273,Sim,216774.99999999997,28274.99999999997
1853000400,680000.0,4,3,3140,28037,2,Não,0,boa,10,1991,Sem reforma,98077,47.7304,-122.082,3,Primavera,casa,antigo,Não,682639.9285714285,Sim,781999.9999999999,101999.99999999988
9545230140,597750.0,4,3,2310,9624,2,Não,0,regular,8,1984,Sem reforma,98027,47.5386,-122.053,7,Verão,casa,antigo,Não,617141.4209245743,Sim,657525.0,59775.0
2525310310,272500.0,3,2,1540,12600,1,Não,0,boa,7,1980,Sem reforma,98038,47.3624,-122.031,9,Outono,apart,antigo,Não,367328.5928449744,Sim,313375.0,40875.0
6126500060,329950.0,3,2,2080,5969,1,Não,2,regular,7,1971,Sem reforma,98108,47.5474,-122.295,11,Outono,apart,antigo,Não,356249.7513513513,Sim,362945.00000000006,32995.00000000006
3362400431,518500.0,3,4,1590,1102,3,Não,0,regular,8,2010,Sem reforma,98103,47.6824,-122.347,6,Verão,apart,novo,Não,584868.7228714525,Sim,570350.0,51850.0
7278700070,660000.0,3,3,2400,6474,1,Não,2,regular,8,1964,Sem reforma,98177,47.7728,-122.386,1,Inverno,apart,antigo,Não,677390.8464566929,Sim,726000.0000000001,66000.00000000012
6675500070,391500.0,3,2,1450,9132,1,Não,0,regular,7,1987,Sem reforma,98034,47.7288,-122.226,11,Outono,apart,antigo,Não,522211.4327808471,Sim,430650.00000000006,39150.00000000006
3626039187,395000.0,2,1,770,6000,1,Não,0,regular,6,1953,Sem reforma,98117,47.6999,-122.364,4,Primavera,apart,antigo,Não,578535.8375912409,Sim,434500.00000000006,39500.00000000006
8732020310,260000.0,4,3,2160,8811,1,Não,0,regular,8,1978,Sem reforma,98023,47.3129,-122.39,7,Verão,casa,antigo,Não,288438.44105691055,Sim,286000.0,26000.0
7853210060,430000.0,4,3,2070,4310,2,Não,0,regular,7,2004,Sem reforma,98065,47.5319,-121.85,4,Primavera,casa,novo,Não,528399.3713355049,Sim,473000.00000000006,43000.00000000006
3668000070,212000.0,3,2,1060,7875,1,Não,0,boa,7,1986,Sem reforma,98092,47.2761,-122.152,1,Inverno,apart,antigo,Não,334921.0626780627,Sim,243799.99999999997,31799.99999999997
8929000270,453246.0,3,3,2010,2287,2,Não,0,regular,8,2014,Sem reforma,98029,47.5517,-121.998,5,Inverno,apart,novo,Não,612202.528125,Sim,498570.60000000003,45324.600000000035
921049315,199000.0,3,2,1320,17390,1,Não,0,boa,7,1956,Sem reforma,98003,47.3257,-122.296,8,Inverno,apart,antigo,Não,295811.89492753625,Sim,228849.99999999997,29849.99999999997
3655000070,220000.0,4,2,2020,7840,1,Não,0,regular,7,1968,Sem reforma,98003,47.3309,-122.299,8,Inverno,casa,antigo,Não,295811.89492753625,Sim,242000.00000000003,22000.00000000003
4027700812,452000.0,4,3,2590,10002,1,Não,0,boa,8,1968,Sem reforma,98028,47.7689,-122.266,5,Inverno,casa,antigo,Não,462417.90780141845,Sim,519799.99999999994,67799.99999999994
3992700335,382500.0,2,1,1190,4440,1,Não,0,regular,6,1981,Sem reforma,98125,47.7135,-122.287,7,Verão,apart,antigo,Não,471731.67741935485,Sim,420750.00000000006,38250.00000000006
2767603505,519950.0,3,3,1170,1249,3,Não,0,regular,8,2014,Sem reforma,98107,47.6722,-122.381,5,Inverno,apart,novo,Não,579557.6098484849,Sim,571945.0,51995.0
1777500060,527700.0,5,3,2820,9375,1,Não,0,boa,8,1968,Sem reforma,98006,47.5707,-122.128,7,Verão,casa,antigo,Não,857875.3469387755,Sim,606855.0,79155.0
1432900240,205000.0,3,1,1610,8579,1,Não,0,boa,7,1962,Sem reforma,98058,47.4563,-122.171,5,Inverno,apart,antigo,Não,354699.78713968955,Sim,235749.99999999997,30749.99999999997
6071600370,500000.0,4,3,2030,8517,1,Não,0,boa,8,1961,Sem reforma,98006,47.5495,-122.174,2,Inverno,casa,antigo,Não,857875.3469387755,Sim,575000.0,75000.0
3224079105,430000.0,2,3,2420,60984,2,Não,0,regular,7,2007,Sem reforma,98027,47.5262,-121.943,8,Inverno,apart,novo,Não,617141.4209245743,Sim,473000.00000000006,43000.00000000006
3362900810,532170.0,3,2,1360,3090,2,Não,0,regular,8,1990,Sem reforma,98103,47.6838,-122.353,8,Inverno,apart,antigo,Não,584868.7228714525,Sim,585387.0,53217.0
537000445,282950.0,3,1,1250,8200,1,Não,0,boa,7,1954,Sem reforma,98003,47.3255,-122.304,3,Primavera,apart,antigo,Não,295811.89492753625,Sim,325392.5,42442.5
8960000030,215000.0,3,1,1180,7669,1,Não,0,boa,7,1967,Sem reforma,98058,47.4479,-122.176,7,Verão,apart,antigo,Não,354699.78713968955,Sim,247249.99999999997,32249.99999999997
1081200350,320000.0,4,2,1760,11180,1,Não,0,boa,8,1968,Sem reforma,98059,47.4715,-122.118,10,Outono,casa,antigo,Não,495062.5483870968,Sim,368000.0,48000.0
84000105,255000.0,5,3,2060,8632,1,Não,0,regular,7,1962,Sem reforma,98146,47.4877,-122.335,5,Inverno,casa,antigo,Não,363833.0,Sim,280500.0,25500.0
3756500060,438000.0,3,2,1780,9660,1,Não,0,regular,7,1962,Sem reforma,98034,47.7171,-122.193,3,Primavera,apart,antigo,Não,522211.4327808471,Sim,481800.00000000006,43800.00000000006
3574800520,441000.0,3,3,1910,7280,1,Não,0,regular,7,1979,Sem reforma,98034,47.7319,-122.224,6,Verão,apart,antigo,Não,522211.4327808471,Sim,485100.00000000006,44100.00000000006
2617300160,420000.0,3,2,2020,38332,1,Não,0,boa,7,1975,Sem reforma,98027,47.4582,-122.023,8,Inverno,apart,antigo,Não,617141.4209245743,Sim,482999.99999999994,62999.99999999994
2558660270,370000.0,3,2,1580,7000,1,Não,0,regular,7,1976,Sem reforma,98034,47.7209,-122.168,12,Inverno,apart,antigo,Não,522211.4327808471,Sim,407000.00000000006,37000.00000000006
1836980160,807100.0,4,3,2680,4499,2,Não,0,regular,9,1999,Sem reforma,98006,47.565,-122.125,3,Primavera,casa,antigo,Não,857875.3469387755,Sim,887810.0000000001,80710.00000000012
1755700060,371500.0,3,2,1370,8336,1,Não,0,excelente,7,1964,Sem reforma,98133,47.7458,-122.331,6,Verão,apart,antigo,Não,388946.9731958763,Sim,445800.0,74300.0
4330600435,284000.0,3,2,1560,21000,1,Não,0,regular,7,1954,Sem reforma,98166,47.4776,-122.337,3,Primavera,apart,antigo,Não,467822.648,Sim,312400.0,28400.0
9542800700,272000.0,3,2,2160,7140,1,Não,0,boa,7,1978,Sem reforma,98023,47.3026,-122.374,1,Inverno,apart,antigo,Não,288438.44105691055,Sim,312800.0,40800.0
1999700045,313000.0,3,2,1340,7912,1,Não,0,regular,7,1955,Sem reforma,98133,47.7658,-122.339,5,Inverno,apart,antigo,Não,388946.9731958763,Sim,344300.0,31300.0
1687900520,673000.0,4,3,2590,8190,2,Não,0,boa,8,1980,Sem reforma,98006,47.5619,-122.125,9,Outono,casa,antigo,Não,857875.3469387755,Sim,773949.9999999999,100949.99999999988
7234600798,425000.0,3,3,1120,1100,2,Não,0,regular,8,2008,Sem reforma,98122,47.6106,-122.31,2,Inverno,apart,novo,Não,635655.5432525951,Sim,467500.00000000006,42500.00000000006
3881900445,399950.0,5,3,1970,5400,1,Não,0,regular,7,1986,Sem reforma,98144,47.5868,-122.308,7,Verão,casa,antigo,Não,596408.3647058824,Sim,439945.00000000006,39995.00000000006
5437810320,269950.0,3,2,1950,7560,1,Não,2,boa,7,1975,Sem reforma,98022,47.1976,-121.999,11,Outono,apart,antigo,Não,315709.30341880344,Sim,310442.5,40492.5
3830630310,260000.0,3,3,1670,5797,2,Não,0,regular,7,1988,Sem reforma,98030,47.3505,-122.179,7,Verão,apart,antigo,Não,297939.22134387353,Sim,286000.0,26000.0
6661200320,163500.0,2,2,1050,3419,2,Não,0,regular,7,1996,Sem reforma,98038,47.3848,-122.039,7,Verão,apart,antigo,Não,367328.5928449744,Sim,179850.0,16350.0
8731951370,269000.0,4,2,1490,10000,1,Não,0,boa,8,1969,Sem reforma,98023,47.3099,-122.379,4,Primavera,casa,antigo,Não,288438.44105691055,Sim,309350.0,40350.0
1954440060,560000.0,3,3,1900,8744,2,Não,0,regular,8,1987,Sem reforma,98074,47.62,-122.043,5,Inverno,apart,antigo,Não,689491.7172413793,Sim,616000.0,56000.0
1115810060,585188.0,3,3,2230,10026,1,Não,0,regular,8,1975,Sem reforma,98052,47.6647,-122.153,12,Inverno,apart,antigo,Não,646326.823117338,Sim,643706.8,58518.80000000005
9477200200,305000.0,3,2,1650,9480,1,Não,0,regular,7,1977,Sem reforma,98034,47.726,-122.191,8,Inverno,apart,antigo,Não,522211.4327808471,Sim,335500.0,30500.0
1432600560,166950.0,3,1,1190,8820,1,Não,0,regular,6,1959,Sem reforma,98058,47.4616,-122.184,11,Outono,apart,antigo,Não,354699.78713968955,Sim,183645.00000000003,16695.00000000003
2287000060,799000.0,3,3,2140,9897,1,Não,0,boa,8,1959,Sem reforma,98040,47.5505,-122.219,9,Outono,apart,antigo,Não,1194230.0212765958,Sim,918849.9999999999,119849.99999999988
7796450200,256883.0,3,3,1690,5025,2,Não,0,regular,8,2003,Sem reforma,98023,47.2779,-122.347,5,Inverno,apart,novo,Não,288438.44105691055,Sim,282571.30000000005,25688.300000000047
2824079053,440000.0,3,3,1910,66211,2,Não,0,regular,7,1997,Sem reforma,98024,47.5385,-121.911,1,Inverno,apart,antigo,Não,584345.875,Sim,484000.00000000006,44000.00000000006
2222059065,297000.0,3,3,1940,14952,2,Não,0,regular,8,1994,Sem reforma,98042,47.3777,-122.165,11,Outono,apart,antigo,Não,311958.99268738576,Sim,326700.0,29700.0
7551300060,470000.0,3,1,1010,5000,1,Não,0,regular,7,1952,Sem reforma,98107,47.675,-122.394,7,Verão,apart,antigo,Não,579557.6098484849,Sim,517000.00000000006,47000.00000000006
100600550,226500.0,3,2,1300,7370,1,Não,0,boa,7,1976,Sem reforma,98023,47.3025,-122.37,8,Inverno,apart,antigo,Não,288438.44105691055,Sim,260474.99999999997,33974.99999999997
3211100860,274250.0,3,1,910,8450,1,Não,0,boa,6,1962,Sem reforma,98059,47.4787,-122.158,3,Primavera,apart,antigo,Não,495062.5483870968,Sim,315387.5,41137.5
3456000310,840000.0,4,2,2480,11010,1,Não,0,boa,9,1966,Sem reforma,98040,47.5378,-122.219,8,Inverno,casa,antigo,Não,1194230.0212765958,Sim,965999.9999999999,125999.99999999988
2310030510,320000.0,4,3,1550,7579,2,Não,0,regular,8,1993,Sem reforma,98038,47.354,-122.047,4,Primavera,casa,antigo,Não,367328.5928449744,Sim,352000.0,32000.0
1025049114,625504.0,3,3,1270,1566,2,Não,0,regular,8,2014,Sem reforma,98105,47.6647,-122.284,7,Verão,apart,novo,Não,862825.2314410481,Sim,688054.4,62550.40000000002
8677300550,592500.0,4,3,2240,12032,1,Não,0,regular,9,1983,Sem reforma,98074,47.6143,-122.017,5,Inverno,casa,antigo,Não,689491.7172413793,Sim,651750.0,59250.0
5611500140,686000.0,4,3,2760,6440,2,Não,0,regular,10,1999,Sem reforma,98075,47.5836,-122.026,8,Inverno,casa,antigo,Não,791444.187150838,Sim,754600.0000000001,68600.00000000012
7138000260,279950.0,3,2,1750,9750,1,Não,0,regular,7,1961,Sem reforma,98198,47.398,-122.299,6,Verão,apart,antigo,Não,305269.4072727273,Sim,307945.0,27995.0
705700390,328000.0,3,3,2020,8379,2,Não,0,regular,7,1994,Sem reforma,98038,47.3828,-122.023,9,Outono,apart,antigo,Não,367328.5928449744,Sim,360800.00000000006,32800.00000000006
8682281200,479950.0,2,2,1510,6516,1,Não,0,regular,8,2005,Sem reforma,98053,47.7076,-122.013,3,Primavera,apart,novo,Não,677303.8905472637,Sim,527945.0,47995.0
7972000200,264950.0,4,3,1720,9753,1,Não,0,boa,7,1978,Sem reforma,98023,47.2922,-122.371,5,Inverno,casa,antigo,Não,288438.44105691055,Sim,304692.5,39742.5
722059070,235000.0,3,1,1430,15246,1,Não,0,boa,7,1961,Sem reforma,98031,47.4075,-122.214,1,Inverno,apart,antigo,Não,301169.04411764705,Sim,270250.0,35250.0
7202340400,516500.0,3,3,1480,4729,2,Não,0,regular,7,2004,Sem reforma,98053,47.6794,-122.034,3,Primavera,apart,novo,Não,677303.8905472637,Sim,568150.0,51650.0
943100260,213000.0,2,1,1000,10200,1,Não,0,regular,6,1961,Sem reforma,98024,47.5687,-121.899,11,Outono,apart,antigo,Não,584345.875,Sim,234300.00000000003,21300.00000000003
4058000060,416000.0,3,2,2220,94300,1,Não,0,excelente,7,1976,Sem reforma,98010,47.3459,-121.95,4,Primavera,apart,antigo,Não,420470.69696969696,Sim,499200.0,83200.0
3584000310,225000.0,3,2,1430,8505,1,Não,0,boa,7,1968,Sem reforma,98003,47.3173,-122.319,12,Inverno,apart,antigo,Não,295811.89492753625,Sim,258749.99999999997,33749.99999999997
6131600075,225000.0,3,1,1300,8316,1,Não,0,boa,6,1954,Sem reforma,98002,47.3221,-122.216,4,Primavera,apart,antigo,Não,234606.7157360406,Sim,258749.99999999997,33749.99999999997
7899800890,181000.0,2,2,720,5120,1,Não,0,regular,6,1954,Sem reforma,98106,47.5218,-122.357,2,Inverno,apart,antigo,Não,321338.68787878787,Sim,199100.00000000003,18100.00000000003
1422300030,415000.0,3,3,1510,36224,2,Não,0,regular,8,1991,Sem reforma,98045,47.4616,-121.711,4,Primavera,apart,antigo,Não,440539.3561643836,Sim,456500.00000000006,41500.00000000006
1105000588,349500.0,3,1,1400,3538,1,Não,0,regular,7,1953,Sem reforma,98118,47.5405,-122.27,4,Primavera,apart,antigo,Não,420891.81563126255,Sim,384450.00000000006,34950.00000000006
3830630060,245000.0,3,3,1730,7442,2,Não,0,regular,7,1987,Sem reforma,98030,47.3507,-122.178,9,Outono,apart,antigo,Não,297939.22134387353,Sim,269500.0,24500.0
5127001620,315000.0,3,2,1580,11455,1,Não,0,boa,7,1974,Sem reforma,98059,47.4756,-122.147,2,Inverno,apart,antigo,Não,495062.5483870968,Sim,362250.0,47250.0
9407100800,255000.0,3,1,1230,10170,1,Não,0,regular,7,1979,Sem reforma,98045,47.4437,-121.772,11,Outono,apart,antigo,Não,440539.3561643836,Sim,280500.0,25500.0
8644000060,237000.0,3,2,1270,8470,1,Não,0,boa,7,1960,Sem reforma,98198,47.4207,-122.29,10,Outono,apart,antigo,Não,305269.4072727273,Sim,272550.0,35550.0
3325069129,525000.0,3,3,2100,40510,2,Não,0,regular,10,1979,Sem reforma,98074,47.6154,-122.047,12,Inverno,apart,antigo,Não,689491.7172413793,Sim,577500.0,52500.0
8078560140,290000.0,4,3,1700,7280,2,Não,0,boa,7,1988,Sem reforma,98031,47.4045,-122.171,5,Inverno,casa,antigo,Não,301169.04411764705,Sim,333500.0,43500.0
3438500192,285000.0,3,1,1120,10701,1,Não,0,regular,7,1954,Sem reforma,98106,47.5544,-122.358,9,Outono,apart,antigo,Não,321338.68787878787,Sim,313500.0,28500.0
2557000400,272500.0,3,3,2070,9900,1,Não,0,regular,8,1979,Sem reforma,98023,47.2988,-122.371,4,Primavera,apart,antigo,Não,288438.44105691055,Sim,299750.0,27250.0
1745100140,210000.0,3,1,1700,11390,1,Não,0,boa,7,1967,Sem reforma,98003,47.3271,-122.323,10,Outono,apart,antigo,Não,295811.89492753625,Sim,241499.99999999997,31499.99999999997
2976800796,236000.0,3,1,1300,5898,1,Não,0,regular,7,1961,Sem reforma,98178,47.5053,-122.255,9,Outono,apart,antigo,Não,312850.9379844961,Sim,259600.00000000003,23600.00000000003
4235400186,331000.0,3,2,1080,1306,1,Não,0,regular,7,1954,2003,98199,47.6601,-122.4,11,Outono,apart,antigo,Sim,792571.0981012658,Sim,364100.00000000006,33100.00000000006
5634500392,330000.0,3,3,2420,13959,1,Não,0,boa,8,1988,Sem reforma,98028,47.7486,-122.23,4,Primavera,apart,antigo,Não,462417.90780141845,Sim,379499.99999999994,49499.99999999994
7214810350,467000.0,5,3,2500,13500,1,Não,0,regular,7,1979,Sem reforma,98072,47.7564,-122.144,10,Outono,casa,antigo,Não,570583.3125,Sim,513700.00000000006,46700.00000000006
6647200060,405000.0,3,2,1670,6720,1,Não,0,regular,7,1980,Sem reforma,98034,47.7198,-122.193,2,Inverno,apart,antigo,Não,522211.4327808471,Sim,445500.00000000006,40500.00000000006
9552700140,675000.0,5,3,2900,10300,1,Não,0,regular,8,1985,Sem reforma,98006,47.5461,-122.151,7,Verão,casa,antigo,Não,857875.3469387755,Sim,742500.0000000001,67500.00000000012
2200500350,500000.0,2,1,1640,14100,1,Não,0,boa,7,1954,Sem reforma,98006,47.5712,-122.143,8,Inverno,apart,antigo,Não,857875.3469387755,Sim,575000.0,75000.0
6113400046,389999.0,4,3,1890,15770,2,Não,0,boa,7,1968,Sem reforma,98166,47.4281,-122.343,7,Verão,casa,antigo,Não,467822.648,Sim,448498.85,58499.84999999998
5468730030,265000.0,3,2,1320,8959,1,Não,0,regular,7,1993,Sem reforma,98042,47.3536,-122.144,8,Inverno,apart,antigo,Não,311958.99268738576,Sim,291500.0,26500.0
8079030390,446500.0,3,3,2650,7286,2,Não,0,regular,8,1990,Sem reforma,98059,47.5084,-122.154,3,Primavera,apart,antigo,Não,495062.5483870968,Sim,491150.00000000006,44650.00000000006
1840000030,267500.0,3,2,1590,11914,1,Não,2,regular,7,1957,Sem reforma,98188,47.4427,-122.274,5,Inverno,apart,antigo,Não,290034.48148148146,Sim,294250.0,26750.0
5104530560,208633.0,3,3,2040,3810,2,Não,0,regular,8,2006,Sem reforma,98038,47.3537,-122.0,4,Primavera,apart,novo,Não,367328.5928449744,Sim,229496.30000000002,20863.300000000017
4330600350,315000.0,3,3,2200,8750,1,Não,0,boa,7,1964,Sem reforma,98166,47.476,-122.337,1,Inverno,apart,antigo,Não,467822.648,Sim,362250.0,47250.0
7280300196,550000.0,4,3,1800,7750,1,Não,0,boa,8,1965,Sem reforma,98177,47.7776,-122.384,4,Primavera,casa,antigo,Não,677390.8464566929,Sim,632500.0,82500.0
8651520400,610750.0,4,3,2180,7297,2,Não,0,regular,8,1984,Sem reforma,98074,47.6459,-122.058,6,Verão,casa,antigo,Não,689491.7172413793,Sim,671825.0,61075.0
1328320800,305000.0,4,3,1950,7700,1,Não,0,regular,8,1979,Sem reforma,98058,47.4441,-122.125,11,Outono,casa,antigo,Não,354699.78713968955,Sim,335500.0,30500.0
